# Snapshot of LLE THROUGH-PORT spectrum
# timestamp=20260713_112956, j=554300, DV=11.747159090895252, P_in_W=0.00943581514737261, kappa_ex=1516139.3812852972
# columns: mu, f_Hz, f_THz, lambda_m, lambda_nm, P_through_dBm, P_through_W
-1.090000000000000000e+02,1.892040615582743125e+14,1.892040615582743044e+02,1.584492719294320006e-06,1.584492719294320068e+03,-8.796168357199114496e+01,1.598938069278189704e-12
-1.080000000000000000e+02,1.892392615582743125e+14,1.892392615582743076e+02,1.584197991111278771e-06,1.584197991111278725e+03,-8.898957571665619071e+01,1.261950814664541987e-12
-1.070000000000000000e+02,1.892744615582743125e+14,1.892744615582743108e+02,1.583903372551394670e-06,1.583903372551394568e+03,-8.458105947512768807e+01,3.482523474105118587e-12
-1.060000000000000000e+02,1.893096615582743125e+14,1.893096615582743141e+02,1.583608863553518490e-06,1.583608863553518404e+03,-8.083101504015652949e+01,8.258449091981529752e-12
-1.050000000000000000e+02,1.893448615582743125e+14,1.893448615582743173e+02,1.583314464056546121e-06,1.583314464056546058e+03,-8.128551010062523119e+01,7.437876961858729111e-12
-1.040000000000000000e+02,1.893800615582743125e+14,1.893800615582743205e+02,1.583020173999418557e-06,1.583020173999418603e+03,-8.083034305231016958e+01,8.259727028270984642e-12
-1.030000000000000000e+02,1.894152615582743125e+14,1.894152615582742953e+02,1.582725993321122745e-06,1.582725993321122814e+03,-8.596094174804200350e+01,2.534578958860798798e-12
-1.020000000000000000e+02,1.894504615582743125e+14,1.894504615582742986e+02,1.582431921960690948e-06,1.582431921960690943e+03,-8.627420989155092457e+01,2.358191180757671780e-12
-1.010000000000000000e+02,1.894856615582743125e+14,1.894856615582743018e+02,1.582137959857200108e-06,1.582137959857200030e+03,-7.546865387765322453e+01,2.838798795163901811e-11
-1.000000000000000000e+02,1.895208615582743125e+14,1.895208615582743050e+02,1.581844106949773121e-06,1.581844106949773050e+03,-8.216687981869009150e+01,6.071723948977563323e-12
-9.900000000000000000e+01,1.895560615582743125e+14,1.895560615582743083e+02,1.581550363177577563e-06,1.581550363177577537e+03,-7.582598362299864903e+01,2.614578211619775028e-11
-9.800000000000000000e+01,1.895912615582743125e+14,1.895912615582743115e+02,1.581256728479826961e-06,1.581256728479826961e+03,-8.304679837678405363e+01,4.958155718385550302e-12
-9.700000000000000000e+01,1.896264615582743125e+14,1.896264615582743147e+02,1.580963202795778889e-06,1.580963202795778898e+03,-1.028671841991309748e+02,5.167513026465148673e-14
-9.600000000000000000e+01,1.896616615582743125e+14,1.896616615582743179e+02,1.580669786064736872e-06,1.580669786064736854e+03,-7.153870308074205298e+01,7.016648029777106075e-11
-9.500000000000000000e+01,1.896968615582743125e+14,1.896968615582743212e+02,1.580376478226049327e-06,1.580376478226049358e+03,-7.970547510021893345e+01,1.070169304407394476e-11
-9.400000000000000000e+01,1.897320615582743125e+14,1.897320615582742960e+02,1.580083279219109352e-06,1.580083279219109272e+03,-7.231950059142251064e+01,5.862055702192188108e-11
-9.300000000000000000e+01,1.897672615582743125e+14,1.897672615582742992e+02,1.579790188983355363e-06,1.579790188983355392e+03,-7.952164993400491255e+01,1.116439019352269715e-11
-9.200000000000000000e+01,1.898024615582743125e+14,1.898024615582743024e+02,1.579497207458270456e-06,1.579497207458270395e+03,-7.980816005069543451e+01,1.045162923323369717e-11
-9.100000000000000000e+01,1.898376615582743125e+14,1.898376615582743057e+02,1.579204334583382830e-06,1.579204334583382888e+03,-6.893972665886573736e+01,1.276519149277645857e-10
-9.000000000000000000e+01,1.898728615582743125e+14,1.898728615582743089e+02,1.578911570298265155e-06,1.578911570298265133e+03,-7.154794182121062818e+01,7.001737389505045534e-11
-8.900000000000000000e+01,1.899080615582743125e+14,1.899080615582743121e+02,1.578618914542535417e-06,1.578618914542535322e+03,-7.033837876612909668e+01,9.250434308816420239e-11
-8.800000000000000000e+01,1.899432615582743125e+14,1.899432615582743153e+02,1.578326367255856071e-06,1.578326367255855985e+03,-7.509019184738961883e+01,3.097282475308581788e-11
-8.700000000000000000e+01,1.899784615582743125e+14,1.899784615582743186e+02,1.578033928377934254e-06,1.578033928377934217e+03,-7.099036401459828483e+01,7.960926211603734621e-11
-8.600000000000000000e+01,1.900136615582743125e+14,1.900136615582743218e+02,1.577741597848521993e-06,1.577741597848521906e+03,-6.791998521006455292e+01,1.614364054547616181e-10
-8.500000000000000000e+01,1.900488615582743125e+14,1.900488615582742966e+02,1.577449375607415786e-06,1.577449375607415732e+03,-6.498839411667604793e+01,3.170739685328896933e-10
-8.400000000000000000e+01,1.900840615582743125e+14,1.900840615582742998e+02,1.577157261594456391e-06,1.577157261594456486e+03,-7.059455650189109122e+01,8.720559504079115686e-11
-8.300000000000000000e+01,1.901192615582743125e+14,1.901192615582743031e+02,1.576865255749529877e-06,1.576865255749529979e+03,-7.043408914300491119e+01,9.048802006912249161e-11
-8.200000000000000000e+01,1.901544615582743125e+14,1.901544615582743063e+02,1.576573358012566363e-06,1.576573358012566359e+03,-6.527172995527342891e+01,2.970482543165751112e-10
-8.100000000000000000e+01,1.901896615582743125e+14,1.901896615582743095e+02,1.576281568323540434e-06,1.576281568323540341e+03,-6.903061473228933664e+01,1.250082071901262961e-10
-8.000000000000000000e+01,1.902248615582743125e+14,1.902248615582743128e+02,1.575989886622471148e-06,1.575989886622471204e+03,-6.009644536671913073e+01,9.780374019561966017e-10
-7.900000000000000000e+01,1.902600615582743125e+14,1.902600615582743160e+02,1.575698312849422029e-06,1.575698312849422109e+03,-7.575212459884836846e+01,2.659423732906143222e-11
-7.800000000000000000e+01,1.902952615582743125e+14,1.902952615582743192e+02,1.575406846944500860e-06,1.575406846944500785e+03,-6.625266342738764536e+01,2.369919842992344820e-10
-7.700000000000000000e+01,1.903304615582743125e+14,1.903304615582743224e+02,1.575115488847859681e-06,1.575115488847859751e+03,-6.125707571464925394e+01,7.486734437928916126e-10
-7.600000000000000000e+01,1.903656615582743125e+14,1.903656615582742972e+02,1.574824238499695001e-06,1.574824238499694957e+03,-6.759222557471682080e+01,1.740914500038075512e-10
-7.500000000000000000e+01,1.904008615582743125e+14,1.904008615582743005e+02,1.574533095840247375e-06,1.574533095840247370e+03,-5.654747261054136942e+01,2.214383001380634012e-09
-7.400000000000000000e+01,1.904360615582743125e+14,1.904360615582743037e+02,1.574242060809801616e-06,1.574242060809801615e+03,-6.768230641081262888e+01,1.705176579153845947e-10
-7.300000000000000000e+01,1.904712615582743125e+14,1.904712615582743069e+02,1.573951133348686793e-06,1.573951133348686881e+03,-6.288340862471024195e+01,5.148244183839399559e-10
-7.200000000000000000e+01,1.905064615582743125e+14,1.905064615582743102e+02,1.573660313397275599e-06,1.573660313397275559e+03,-5.871458054815814620e+01,1.344441609738872624e-09
-7.100000000000000000e+01,1.905416615582743125e+14,1.905416615582743134e+02,1.573369600895985408e-06,1.573369600895985513e+03,-5.903331133761789573e+01,1.249306116464207563e-09
-7.000000000000000000e+01,1.905768615582743125e+14,1.905768615582743166e+02,1.573078995785277425e-06,1.573078995785277357e+03,-5.433697758646076892e+01,3.683852571766285715e-09
-6.900000000000000000e+01,1.906120615582743125e+14,1.906120615582743199e+02,1.572788498005656481e-06,1.572788498005656493e+03,-5.783335634418419602e+01,1.646889139509513931e-09
-6.800000000000000000e+01,1.906472615582743125e+14,1.906472615582742947e+02,1.572498107497671873e-06,1.572498107497671981e+03,-6.049604107921694407e+01,8.920637507977380232e-10
-6.700000000000000000e+01,1.906824615582743125e+14,1.906824615582742979e+02,1.572207824201916312e-06,1.572207824201916310e+03,-5.801216560052662174e+01,1.580459749734558013e-09
-6.600000000000000000e+01,1.907176615582743125e+14,1.907176615582743011e+02,1.571917648059026763e-06,1.571917648059026760e+03,-5.223538758152066919e+01,5.976697039074667683e-09
-6.500000000000000000e+01,1.907528615582743125e+14,1.907528615582743043e+02,1.571627579009683603e-06,1.571627579009683586e+03,-5.376796176019718132e+01,4.199560323774461222e-09
-6.400000000000000000e+01,1.907880615582743125e+14,1.907880615582743076e+02,1.571337616994611466e-06,1.571337616994611381e+03,-5.144808667745445518e+01,7.164589830013685948e-09
-6.300000000000000000e+01,1.908232615582743125e+14,1.908232615582743108e+02,1.571047761954578398e-06,1.571047761954578391e+03,-5.904816066429305721e+01,1.245041803588410236e-09
-6.200000000000000000e+01,1.908584615582743125e+14,1.908584615582743140e+02,1.570758013830396277e-06,1.570758013830396294e+03,-6.110628964790959117e+01,7.751237343235027425e-10
-6.100000000000000000e+01,1.908936615582743125e+14,1.908936615582743173e+02,1.570468372562920604e-06,1.570468372562920649e+03,-4.724363696373265498e+01,1.886410927980678696e-08
-6.000000000000000000e+01,1.909288615582743125e+14,1.909288615582743205e+02,1.570178838093050290e-06,1.570178838093050217e+03,-5.467482019237111501e+01,3.408144349881360298e-09
-5.900000000000000000e+01,1.909640615582743125e+14,1.909640615582742953e+02,1.569889410361728082e-06,1.569889410361728096e+03,-4.687388368323358634e+01,2.054052935320130457e-08
-5.800000000000000000e+01,1.909992615582743125e+14,1.909992615582742985e+02,1.569600089309940345e-06,1.569600089309940358e+03,-5.715668375591828720e+01,1.924560749893962943e-09
-5.700000000000000000e+01,1.910344615582743125e+14,1.910344615582743018e+02,1.569310874878716435e-06,1.569310874878716504e+03,-6.702364059981353250e+01,1.984430713156544586e-10
-5.600000000000000000e+01,1.910696615582743125e+14,1.910696615582743050e+02,1.569021767009129964e-06,1.569021767009129917e+03,-4.364989415399558936e+01,4.315295939143517968e-08
-5.500000000000000000e+01,1.911048615582743125e+14,1.911048615582743082e+02,1.568732765642297319e-06,1.568732765642297409e+03,-5.005507144474549364e+01,9.873993921422441938e-09
-5.400000000000000000e+01,1.911400615582743125e+14,1.911400615582743114e+02,1.568443870719378296e-06,1.568443870719378310e+03,-4.373079256761752731e+01,4.235656601950384086e-08
-5.300000000000000000e+01,1.911752615582743125e+14,1.911752615582743147e+02,1.568155082181576317e-06,1.568155082181576290e+03,-5.213803804794761021e+01,6.112180840766304565e-09
-5.200000000000000000e+01,1.912104615582743125e+14,1.912104615582743179e+02,1.567866399970137999e-06,1.567866399970137991e+03,-5.048470473733121366e+01,8.943953368905551782e-09
-5.100000000000000000e+01,1.912456615582743125e+14,1.912456615582743211e+02,1.567577824026352948e-06,1.567577824026353028e+03,-4.143688714361783809e+01,7.183089631329449461e-08
-5.000000000000000000e+01,1.912808615582743125e+14,1.912808615582742959e+02,1.567289354291554603e-06,1.567289354291554673e+03,-4.220474236116520217e+01,6.019019687923964917e-08
-4.900000000000000000e+01,1.913160615582743125e+14,1.913160615582742992e+02,1.567000990707118967e-06,1.567000990707118945e+03,-4.216383032662348285e+01,6.075988837640897465e-08
-4.800000000000000000e+01,1.913512615582743125e+14,1.913512615582743024e+02,1.566712733214465241e-06,1.566712733214465288e+03,-4.599338865327134585e+01,2.515713235622702546e-08
-4.700000000000000000e+01,1.913864615582743125e+14,1.913864615582743056e+02,1.566424581755056248e-06,1.566424581755056352e+03,-4.278515130617824980e+01,5.266048679055458941e-08
-4.600000000000000000e+01,1.914216615582743125e+14,1.914216615582743088e+02,1.566136536270397376e-06,1.566136536270397301e+03,-4.099548294606030652e+01,7.951548374587401202e-08
-4.500000000000000000e+01,1.914568615582743125e+14,1.914568615582743121e+02,1.565848596702036998e-06,1.565848596702036957e+03,-3.614691942849050577e+01,2.428331967705138016e-07
-4.400000000000000000e+01,1.914920615582743125e+14,1.914920615582743153e+02,1.565560762991566688e-06,1.565560762991566662e+03,-4.303209182252995646e+01,4.974974026930215658e-08
-4.300000000000000000e+01,1.915272615582743125e+14,1.915272615582743185e+02,1.565273035080621004e-06,1.565273035080620957e+03,-4.073176021313095418e+01,8.449363196378094123e-08
-4.200000000000000000e+01,1.915624615582743125e+14,1.915624615582743218e+02,1.564985412910877281e-06,1.564985412910877358e+03,-3.758373909916996070e+01,1.744319717786109332e-07
-4.100000000000000000e+01,1.915976615582743125e+14,1.915976615582742966e+02,1.564697896424055841e-06,1.564697896424055898e+03,-4.292958892537143356e+01,5.093790832534384597e-08
-4.000000000000000000e+01,1.916328615582743125e+14,1.916328615582742998e+02,1.564410485561919357e-06,1.564410485561919359e+03,-3.162713982194776818e+01,6.875210788105205310e-07
-3.900000000000000000e+01,1.916680615582743125e+14,1.916680615582743030e+02,1.564123180266274125e-06,1.564123180266274176e+03,-4.656133968934889822e+01,2.207323724083088709e-08
-3.800000000000000000e+01,1.917032615582743125e+14,1.917032615582743063e+02,1.563835980478968156e-06,1.563835980478968168e+03,-3.663300181777549369e+01,2.171199939541529448e-07
-3.700000000000000000e+01,1.917384615582743125e+14,1.917384615582743095e+02,1.563548886141893084e-06,1.563548886141893036e+03,-3.396074956949964019e+01,4.017214698462563322e-07
-3.600000000000000000e+01,1.917736615582743125e+14,1.917736615582743127e+02,1.563261897196982895e-06,1.563261897196983000e+03,-3.893855484333969486e+01,1.276863626779366752e-07
-3.500000000000000000e+01,1.918088615582743125e+14,1.918088615582743159e+02,1.562975013586213926e-06,1.562975013586213890e+03,-2.841942642635745031e+01,1.438988613237671510e-06
-3.400000000000000000e+01,1.918440615582743125e+14,1.918440615582743192e+02,1.562688235251605289e-06,1.562688235251605192e+03,-3.644288629360126919e+01,2.268356815260896635e-07
-3.300000000000000000e+01,1.918792615582743125e+14,1.918792615582743224e+02,1.562401562135218662e-06,1.562401562135218683e+03,-3.377058843354583928e+01,4.197021139304525318e-07
-3.200000000000000000e+01,1.919144615582743125e+14,1.919144615582742972e+02,1.562114994179158493e-06,1.562114994179158430e+03,-3.182492095006760024e+01,6.569130734463895405e-07
-3.100000000000000000e+01,1.919496615582743125e+14,1.919496615582743004e+02,1.561828531325571164e-06,1.561828531325571248e+03,-3.020265784040218193e+01,9.544083185576261622e-07
-3.000000000000000000e+01,1.919848615582743125e+14,1.919848615582743037e+02,1.561542173516645827e-06,1.561542173516645789e+03,-2.660367327790721248e+01,2.185911989845207041e-06
-2.900000000000000000e+01,1.920200615582743125e+14,1.920200615582743069e+02,1.561255920694613989e-06,1.561255920694613906e+03,-2.812690873222231858e+01,1.539249874229486519e-06
-2.800000000000000000e+01,1.920552615582743125e+14,1.920552615582743101e+02,1.560969772801749296e-06,1.560969772801749286e+03,-3.241455567436248231e+01,5.735145396787985515e-07
-2.700000000000000000e+01,1.920904615582743125e+14,1.920904615582743133e+02,1.560683729780368169e-06,1.560683729780368139e+03,-3.167874630160580551e+01,6.793997298407285656e-07
-2.600000000000000000e+01,1.921256615582743125e+14,1.921256615582743166e+02,1.560397791572828957e-06,1.560397791572828964e+03,-2.390495336529317427e+01,4.069159032641995472e-06
-2.500000000000000000e+01,1.921608615582743125e+14,1.921608615582743198e+02,1.560111958121532149e-06,1.560111958121532098e+03,-2.654715171685465691e+01,2.214546624868214988e-06
-2.400000000000000000e+01,1.921960615582743125e+14,1.921960615582742946e+02,1.559826229368920797e-06,1.559826229368920849e+03,-2.242709553098617903e+01,5.718609572443595570e-06
-2.300000000000000000e+01,1.922312615582743125e+14,1.922312615582742978e+02,1.559540605257479671e-06,1.559540605257479683e+03,-3.303754234781855814e+01,4.968734202535521063e-07
-2.200000000000000000e+01,1.922664615582743125e+14,1.922664615582743011e+02,1.559255085729735890e-06,1.559255085729735811e+03,-3.544890908207570845e+01,2.851734513674805095e-07
-2.100000000000000000e+01,1.923016615582743125e+14,1.923016615582743043e+02,1.558969670728258927e-06,1.558969670728258961e+03,-1.940591214692438271e+01,1.146591677949991014e-05
-2.000000000000000000e+01,1.923368615582743125e+14,1.923368615582743075e+02,1.558684360195659759e-06,1.558684360195659792e+03,-2.714105046277362376e+01,1.931501072909471268e-06
-1.900000000000000000e+01,1.923720615582743125e+14,1.923720615582743108e+02,1.558399154074591925e-06,1.558399154074591934e+03,-1.842652318184659066e+01,1.436639098903489313e-05
-1.800000000000000000e+01,1.924072615582743125e+14,1.924072615582743140e+02,1.558114052307750259e-06,1.558114052307750171e+03,-3.184688275495828691e+01,6.535995198844867640e-07
-1.700000000000000000e+01,1.924424615582743125e+14,1.924424615582743172e+02,1.557829054837872157e-06,1.557829054837872263e+03,-3.235698549095725696e+01,5.811676755417242546e-07
-1.600000000000000000e+01,1.924776615582743125e+14,1.924776615582743204e+02,1.557544161607736308e-06,1.557544161607736214e+03,-1.644784071718851948e+01,2.265770553394505878e-05
-1.500000000000000000e+01,1.925128615582743125e+14,1.925128615582742952e+02,1.557259372560164177e-06,1.557259372560164138e+03,-2.109524253158820173e+01,7.770979205780938610e-06
-1.400000000000000000e+01,1.925480615582743125e+14,1.925480615582742985e+02,1.556974687638017886e-06,1.556974687638017940e+03,-1.604419450026195193e+01,2.486454692094609733e-05
-1.300000000000000000e+01,1.925832615582743125e+14,1.925832615582743017e+02,1.556690106784202332e-06,1.556690106784202271e+03,-2.418361647048804741e+01,3.816263494100987632e-06
-1.200000000000000000e+01,1.926184615582743125e+14,1.926184615582743049e+02,1.556405629941663281e-06,1.556405629941663392e+03,-2.249502571022173214e+01,5.629857845100368699e-06
-1.100000000000000000e+01,1.926536615582743125e+14,1.926536615582743082e+02,1.556121257053389063e-06,1.556121257053389172e+03,-1.531253298913380512e+01,2.942704823253876643e-05
-1.000000000000000000e+01,1.926888615582743125e+14,1.926888615582743114e+02,1.555836988062408878e-06,1.555836988062408864e+03,-1.449622941375898577e+01,3.551215753783430105e-05
-9.000000000000000000e+00,1.927240615582743125e+14,1.927240615582743146e+02,1.555552822911794065e-06,1.555552822911794010e+03,-1.578294668921912347e+01,2.640616490370235460e-05
-8.000000000000000000e+00,1.927592615582743125e+14,1.927592615582743178e+02,1.555268761544657466e-06,1.555268761544657536e+03,-1.823221299437220466e+01,1.502376219003379101e-05
-7.000000000000000000e+00,1.927944615582743125e+14,1.927944615582743211e+02,1.554984803904153220e-06,1.554984803904153296e+03,-1.703276551508515979e+01,1.980265623988635679e-05
-6.000000000000000000e+00,1.928296615582743125e+14,1.928296615582742959e+02,1.554700949933477179e-06,1.554700949933477204e+03,-1.696810920138156931e+01,2.009967706750147225e-05
-5.000000000000000000e+00,1.928648615582743125e+14,1.928648615582742991e+02,1.554417199575866700e-06,1.554417199575866789e+03,-1.042214011898596837e+01,9.073732840320494818e-05
-4.000000000000000000e+00,1.929000615582743125e+14,1.929000615582743023e+02,1.554133552774600435e-06,1.554133552774600503e+03,-1.899547815422573294e+01,1.260236879335940753e-05
-3.000000000000000000e+00,1.929352615582743125e+14,1.929352615582743056e+02,1.553850009472998537e-06,1.553850009472998636e+03,-1.499486777979194052e+01,3.166016850803472012e-05
-2.000000000000000000e+00,1.929704615582743125e+14,1.929704615582743088e+02,1.553566569614422456e-06,1.553566569614422406e+03,-1.457268017105818814e+01,3.489249162219397433e-05
-1.000000000000000000e+00,1.930056615582743125e+14,1.930056615582743120e+02,1.553283233142274931e-06,1.553283233142274867e+03,-2.225103030562205220e+01,5.955208474064672868e-06
0.000000000000000000e+00,1.930408615582743125e+14,1.930408615582743153e+02,1.552999999999999996e-06,1.553000000000000000e+03,8.773556099802098274e+00,7.539726806434866868e-03
1.000000000000000000e+00,1.930760615582743125e+14,1.930760615582743185e+02,1.552716870131082979e-06,1.552716870131082942e+03,-2.237859783715110851e+01,5.782827215867870881e-06
2.000000000000000000e+00,1.931112615582743125e+14,1.931112615582743217e+02,1.552433843479050497e-06,1.552433843479050438e+03,-1.462691228836522228e+01,3.445948409321660660e-05
3.000000000000000000e+00,1.931464615582743125e+14,1.931464615582742965e+02,1.552150919987470041e-06,1.552150919987469933e+03,-1.495354227881252385e+01,3.196287027172081365e-05
4.000000000000000000e+00,1.931816615582743125e+14,1.931816615582742998e+02,1.551868099599950603e-06,1.551868099599950710e+03,-1.891901388145863194e+01,1.282621784499644368e-05
5.000000000000000000e+00,1.932168615582743125e+14,1.932168615582743030e+02,1.551585382260142045e-06,1.551585382260142069e+03,-1.040973789014414308e+01,9.099681903076606748e-05
6.000000000000000000e+00,1.932520615582743125e+14,1.932520615582743062e+02,1.551302767911735312e-06,1.551302767911735373e+03,-1.698850238721255579e+01,2.000551617094784102e-05
7.000000000000000000e+00,1.932872615582743125e+14,1.932872615582743094e+02,1.551020256498462217e-06,1.551020256498462231e+03,-1.701943437379764035e+01,1.986353603693657822e-05
8.000000000000000000e+00,1.933224615582743125e+14,1.933224615582743127e+02,1.550737847964096077e-06,1.550737847964096090e+03,-1.823804264300368772e+01,1.500360892951999893e-05
9.000000000000000000e+00,1.933576615582743125e+14,1.933576615582743159e+02,1.550455542252450444e-06,1.550455542252450414e+03,-1.581718311872100813e+01,2.619881741063627764e-05
1.000000000000000000e+01,1.933928615582743125e+14,1.933928615582743191e+02,1.550173339307380374e-06,1.550173339307380274e+03,-1.443808037848316062e+01,3.599083828152509993e-05
1.100000000000000000e+01,1.934280615582743125e+14,1.934280615582743224e+02,1.549891239072781370e-06,1.549891239072781445e+03,-1.531396809036986539e+01,2.941732583947181154e-05
1.200000000000000000e+01,1.934632615582743125e+14,1.934632615582742972e+02,1.549609241492590015e-06,1.549609241492589945e+03,-2.244743047495200727e+01,5.691895951134410480e-06
1.300000000000000000e+01,1.934984615582743125e+14,1.934984615582743004e+02,1.549327346510783550e-06,1.549327346510783627e+03,-2.413853433785624958e+01,3.856084713111373127e-06
1.400000000000000000e+01,1.935336615582743125e+14,1.935336615582743036e+02,1.549045554071380085e-06,1.549045554071380138e+03,-1.602060818572954659e+01,2.499995237999566317e-05
1.500000000000000000e+01,1.935688615582743125e+14,1.935688615582743068e+02,1.548763864118438599e-06,1.548763864118438505e+03,-2.107329916409194226e+01,7.810342582122724154e-06
1.600000000000000000e+01,1.936040615582743125e+14,1.936040615582743101e+02,1.548482276596058095e-06,1.548482276596058000e+03,-1.643400914663143908e+01,2.272998166147862224e-05
1.700000000000000000e+01,1.936392615582743125e+14,1.936392615582743133e+02,1.548200791448379290e-06,1.548200791448379277e+03,-3.238269645394912999e+01,5.777372296870618191e-07
1.800000000000000000e+01,1.936744615582743125e+14,1.936744615582743165e+02,1.547919408619582290e-06,1.547919408619582327e+03,-3.189873323524911797e+01,6.458425831001644164e-07
1.900000000000000000e+01,1.937096615582743125e+14,1.937096615582743198e+02,1.547638128053888705e-06,1.547638128053888749e+03,-1.839241922514032979e+01,1.447965044013637426e-05
2.000000000000000000e+01,1.937448615582743125e+14,1.937448615582742946e+02,1.547356949695560590e-06,1.547356949695560616e+03,-2.713374518784529599e+01,1.934752788268046897e-06
2.100000000000000000e+01,1.937800615582743125e+14,1.937800615582742978e+02,1.547075873488899812e-06,1.547075873488899788e+03,-1.935928726594611504e+01,1.158967542282565401e-05
2.200000000000000000e+01,1.938152615582743125e+14,1.938152615582743010e+02,1.546794899378249318e-06,1.546794899378249283e+03,-3.544967396416198113e+01,2.851232308681244039e-07
2.300000000000000000e+01,1.938504615582743125e+14,1.938504615582743043e+02,1.546514027307992501e-06,1.546514027307992592e+03,-3.297196537127558713e+01,5.044329680621400751e-07
2.400000000000000000e+01,1.938856615582743125e+14,1.938856615582743075e+02,1.546233257222552989e-06,1.546233257222552993e+03,-2.238500357022366671e+01,5.774303980230546660e-06
2.500000000000000000e+01,1.939208615582743125e+14,1.939208615582743107e+02,1.545952589066394430e-06,1.545952589066394466e+03,-2.653044862270991189e+01,2.223080236388056532e-06
2.600000000000000000e+01,1.939560615582743125e+14,1.939560615582743139e+02,1.545672022784021345e-06,1.545672022784021237e+03,-2.384513746906006304e+01,4.125591780007532006e-06
2.700000000000000000e+01,1.939912615582743125e+14,1.939912615582743172e+02,1.545391558319978061e-06,1.545391558319978003e+03,-3.163493373493048821e+01,6.862883497851967689e-07
2.800000000000000000e+01,1.940264615582743125e+14,1.940264615582743204e+02,1.545111195618849779e-06,1.545111195618849706e+03,-3.236740375195632424e+01,5.797751872126146188e-07
2.900000000000000000e+01,1.940616615582743125e+14,1.940616615582742952e+02,1.544830934625261084e-06,1.544830934625261079e+03,-2.807457673562555911e+01,1.557909861676875070e-06
3.000000000000000000e+01,1.940968615582743125e+14,1.940968615582742984e+02,1.544550775283877430e-06,1.544550775283877329e+03,-2.655993322265614864e+01,2.208038683674733427e-06
3.100000000000000000e+01,1.941320615582743125e+14,1.941320615582743017e+02,1.544270717539403873e-06,1.544270717539403904e+03,-3.014168026503029196e+01,9.679033065495714998e-07
3.200000000000000000e+01,1.941672615582743125e+14,1.941672615582743049e+02,1.543990761336586122e-06,1.543990761336586047e+03,-3.177098603112946051e+01,6.651221283607149159e-07
3.300000000000000000e+01,1.942024615582743125e+14,1.942024615582743081e+02,1.543710906620209490e-06,1.543710906620209471e+03,-3.371780982391608461e+01,4.248337564337601122e-07
3.400000000000000000e+01,1.942376615582743125e+14,1.942376615582743113e+02,1.543431153335099308e-06,1.543431153335099225e+03,-3.637840248093360884e+01,2.302288540916112351e-07
3.500000000000000000e+01,1.942728615582743125e+14,1.942728615582743146e+02,1.543151501426121354e-06,1.543151501426121285e+03,-2.836347941499667868e+01,1.457645977535327203e-06
3.600000000000000000e+01,1.943080615582743125e+14,1.943080615582743178e+02,1.542871950838180795e-06,1.542871950838180737e+03,-3.887054466945178888e+01,1.297016595737369325e-07
3.700000000000000000e+01,1.943432615582743125e+14,1.943432615582743210e+02,1.542592501516223030e-06,1.542592501516223138e+03,-3.389521896302006354e+01,4.078289992902190459e-07
3.800000000000000000e+01,1.943784615582743125e+14,1.943784615582742958e+02,1.542313153405233480e-06,1.542313153405233379e+03,-3.657133879042912383e+01,2.202247476224521772e-07
3.900000000000000000e+01,1.944136615582743125e+14,1.944136615582742991e+02,1.542033906450236954e-06,1.542033906450237055e+03,-4.653033739149148573e+01,2.223137174502694473e-08
4.000000000000000000e+01,1.944488615582743125e+14,1.944488615582743023e+02,1.541754760596298496e-06,1.541754760596298411e+03,-3.156053612150749643e+01,6.981462150233666438e-07
4.100000000000000000e+01,1.944840615582743125e+14,1.944840615582743055e+02,1.541475715788522747e-06,1.541475715788522848e+03,-4.288177667955552153e+01,5.150179099257465417e-08
4.200000000000000000e+01,1.945192615582743125e+14,1.945192615582743088e+02,1.541196771972053948e-06,1.541196771972053966e+03,-3.750713731588458444e+01,1.775359336491826779e-07
4.300000000000000000e+01,1.945544615582743125e+14,1.945544615582743120e+02,1.540917929092076149e-06,1.540917929092076065e+03,-4.065957884556962654e+01,8.590968278580080733e-08
4.400000000000000000e+01,1.945896615582743125e+14,1.945896615582743152e+02,1.540639187093813424e-06,1.540639187093813462e+03,-4.297822506106441409e+01,5.037064289211364865e-08
4.500000000000000000e+01,1.946248615582743125e+14,1.946248615582743184e+02,1.540360545922528811e-06,1.540360545922528900e+03,-3.606987969998883869e+01,2.471792612973461382e-07
4.600000000000000000e+01,1.946600615582743125e+14,1.946600615582743217e+02,1.540082005523525367e-06,1.540082005523525368e+03,-4.092972987935536366e+01,8.072852398732036835e-08
4.700000000000000000e+01,1.946952615582743125e+14,1.946952615582742965e+02,1.539803565842145540e-06,1.539803565842145645e+03,-4.269641145920013514e+01,5.374757248589831456e-08
4.800000000000000000e+01,1.947304615582743125e+14,1.947304615582742997e+02,1.539525226823771585e-06,1.539525226823771618e+03,-4.590876299233875812e+01,2.565214586492220724e-08
4.900000000000000000e+01,1.947656615582743125e+14,1.947656615582743029e+02,1.539246988413824936e-06,1.539246988413824965e+03,-4.209150454491582138e+01,6.178023351601629584e-08
5.000000000000000000e+01,1.948008615582743125e+14,1.948008615582743062e+02,1.538968850557766411e-06,1.538968850557766473e+03,-4.211760111824244746e+01,6.141011181969940345e-08
5.100000000000000000e+01,1.948360615582743125e+14,1.948360615582743094e+02,1.538690813201096428e-06,1.538690813201096489e+03,-4.135708794041597258e+01,7.316294960121313835e-08
